,vfr,1.30,1.80,2.20
0,0.8,0.0140923786496,0.0,0.0
1,0.801,0.0164978226742,0.0,0.0
2,0.802,0.015660528675,0.0,0.0
3,0.803,0.0181356853942,0.0,0.0
4,0.804,0.0208935960328,2.99369083629e-05,0.0
5,0.805,0.0238154515492,0.000213852067745,0.0
6,0.806,0.025450430132,0.000563005452702,0.0
7,0.807,0.0286085372748,0.00107706378066,0.0
8,0.808,0.0318086369022,0.00175619966247,0.0
9,0.809,0.0352858398139,0.00259944882452,0.0
10,0.81,0.0389211559411,0.00360676383052,0.0
11,0.811,0.0427085723111,0.00477721528863,0.0
12,0.812,0.0466514991755,0.00611068657001,0.0
13,0.813,0.0507432962662,0.00760585932733,0.000100306551385
14,0.814,0.0549944534641,0.00926385302464,0.000364363982352
15,0.815,0.059268937237,0.0110822460812,0.000791797607297
16,0.816,0.0638028746012,0.0130582253216,0.00138192924303
17,0.817,0.0684693471098,0.0151898805505,0.00213386881037
18,0.818,0.0732641794319,0.0174749962045,0.00304649133517
19,0.819,0.0780874035928,0.0198867949412,0.00411340832822
20,0.82,0.0752031789849,0.0179030124422,0.00364320787051
21,0.821,0.0804786962576,0.020430079773,0.00483133954851
22,0.822,0.08578484747,0.0231219274626,0.00548597644533
23,0.823,0.0912559697893,0.0259810465891,0.00692445796184
24,0.824,0.0968700992668,0.0290011100975,0.00852857234952
25,0.825,0.102636435995,0.0321843222904,0.010298655544
26,0.826,0.10855395576,0.0355301127288,0.0122343661821
27,0.827,0.114730551267,0.0390330808157,0.0143335735525
28,0.828,0.120946272437,0.0427017689071,0.0165991384734
29,0.829,0.127295085261,0.0465257230392,0.0190269169028
30,0.83,0.133895110761,0.0484714702472,0.0216154511417
31,0.831,0.140532419295,0.0525317176592,0.024369171968
32,0.832,0.147399311846,0.0567364181552,0.0257902283656
33,0.833,0.154301636671,0.0611036449645,0.0287819965734
34,0.834,0.161425729151,0.0656106740301,0.0319268831182
35,0.835,0.168583244368,0.0702784380984,0.0352344851628
36,0.836,0.175954389703,0.0750809854958,0.0386915183308
37,0.837,0.183392355218,0.0800054873634,0.0422902645156
38,0.838,0.190910151072,0.0850555834035,0.0460313802047
39,0.839,0.191663972994,0.0818785920565,0.0452295597168
40,0.84,0.199691574013,0.087169776213,0.047190817644
41,0.841,0.207859666014,0.0926198950742,0.0512532645992
42,0.842,0.216166876825,0.0982280920519,0.0554796654643
43,0.843,0.224611804853,0.103993480637,0.0598693901528
44,0.844,0.237488186769,0.10990184952,0.0644139871231
45,0.845,0.24643812215,0.116052712412,0.0692127191123
46,0.846,0.255436297292,0.122381262896,0.0741914369502
47,0.847,0.264756586415,0.128970460106,0.0794512744649
48,0.848,0.274198461708,0.135706477968,0.0822369099791
49,0.849,0.283669015153,0.142478902858,0.087610779323
50,0.85,0.298062314487,0.149488245194,0.09324438093
51,0.851,0.307920567288,0.156657679335,0.0990410987044
52,0.852,0.317650503661,0.163843658164,0.10486368313
53,0.853,0.327422304057,0.17125540771,0.110936814349
54,0.854,0.337340736748,0.178823971495,0.117170415391
55,0.855,0.352399087239,0.186506796819,0.123536511086
56,0.856,0.362500624325,0.194299945262,0.130031795643
57,0.857,0.372700381933,0.202222848088,0.133387138263
58,0.858,0.388170401068,0.21022540708,0.140058452858
59,0.859,0.39851814907,0.218351175092,0.146866457678
60,0.86,0.414200031145,0.226520723396,0.153756947269
61,0.861,0.429883248897,0.234698167719,0.160703673637
62,0.862,0.433532088,0.235795083914,0.160878843875
63,0.863,0.450485833586,0.244729968826,0.168447970624
64,0.864,0.467593448972,0.253702928248,0.176058408593
65,0.865,0.48491977617,0.262809445972,0.183815446466
66,0.866,0.502520348038,0.272139736591,0.191819719681
67,0.867,0.520320408417,0.286239525181,0.199965595747
68,0.868,0.538254531474,0.295799662592,0.208152330383
69,0.869,0.556433433813,0.305573110529,0.216578555067
70,0.87,0.580893201462,0.31546835273,0.225142195345
71,0.871,0.599474794364,0.325483637434,0.233841792871
72,0.872,0.624448586556,0.340604775484,0.242675860248
73,0.873,0.649734932127,0.350995054805,0.25173573073
74,0.874,0.681603954736,0.366552576912,0.260832823848
75,0.875,0.7138665218,0.37722069309,0.274676650302
76,0.876,0.746440378187,0.387994747302,0.284184066332
77,0.877,0.785863530946,0.40420416763,0.293814443666
78,0.878,0.838923735646,0.41530908594,0.303651218957
79,0.879,0.919238656865,0.431972777998,0.313604570654
80,0.88,1.0,0.44885700363,0.328545897461
81,0.881,1.0,0.460406251224,0.338866677137
82,0.882,1.0,0.477761988278,0.349372927253
83,0.883,1.0,0.49530996753,0.365057763093
84,0.884,1.0,0.513100889266,0.375896015376
85,0.885,1.0,0.531120110798,0.386901090029
86,0.886,1.0,0.549405858971,0.403399913876
87,0.887,1.0,0.573975238772,0.413801151333
88,0.888,1.0,0.592868349214,0.423900983864
89,0.889,1.0,0.60993769923,0.43906119631
90,0.89,1.0,0.628080012888,0.448251858487
91,0.891,1.0,0.653440012187,0.459587298084
92,0.892,1.0,0.67906614537,0.476782240825
93,0.893,1.0,0.711443276719,0.494201058994
94,0.894,1.0,0.744166958866,0.511836586272
95,0.895,1.0,0.783837400595,0.529681530005
96,0.896,1.0,0.830586609415,0.547728474674
97,0.897,1.0,0.911589668395,0.565969885509
98,0.898,1.0,1.0,0.590581030734
99,0.899,1.0,1.0,0.609246252687
100,0.901,1.0,1.0,0.634394005206
101,0.902,1.0,1.0,0.659822353856
102,0.903,1.0,1.0,0.691972918463
103,0.904,1.0,1.0,0.72449335378
104,0.905,1.0,1.0,0.757344673242
105,0.906,1.0,1.0,0.803816991919
106,0.907,1.0,1.0,0.857485910451
107,0.908,1.0,1.0,0.965959396903
108,0.909,1.0,1.0,1.0
109,0.91,1.0,1.0,1.0
110,0.911,1.0,1.0,1.0
111,0.912,1.0,1.0,1.0
112,0.913,1.0,1.0,1.0
113,0.914,1.0,1.0,1.0
114,0.915,1.0,1.0,1.0
115,0.916,1.0,1.0,1.0
116,0.917,1.0,1.0,1.0
117,0.918,1.0,1.0,1.0
118,0.919,1.0,1.0,1.0
119,0.92,1.0,1.0,1.0
120,0.921,1.0,1.0,1.0
121,0.922,1.0,1.0,1.0
122,0.923,1.0,1.0,1.0
123,0.924,1.0,1.0,1.0
124,0.925,1.0,1.0,1.0
125,0.926,1.0,1.0,1.0
126,0.927,1.0,1.0,1.0
127,0.928,1.0,1.0,1.0
128,0.929,1.0,1.0,1.0
129,0.93,1.0,1.0,1.0
130,0.931,1.0,1.0,1.0
131,0.932,1.0,1.0,1.0
132,0.933,1.0,1.0,1.0
133,0.934,1.0,1.0,1.0
134,0.935,1.0,1.0,1.0
135,0.936,1.0,1.0,1.0
136,0.937,1.0,1.0,1.0
137,0.938,1.0,1.0,1.0
138,0.939,1.0,1.0,1.0
139,0.94,1.0,1.0,1.0
140,0.941,1.0,1.0,1.0
141,0.942,1.0,1.0,1.0
142,0.943,1.0,1.0,1.0
143,0.944,1.0,1.0,1.0
144,0.945,1.0,1.0,1.0
145,0.946,1.0,1.0,1.0
146,0.947,1.0,1.0,1.0
147,0.948,1.0,1.0,1.0
148,0.949,1.0,1.0,1.0
149,0.95,1.0,1.0,1.0
150,0.951,1.0,1.0,1.0
151,0.952,1.0,1.0,1.0
152,0.953,1.0,1.0,1.0
153,0.954,1.0,1.0,1.0
154,0.955,1.0,1.0,1.0
155,0.956,1.0,1.0,1.0
156,0.957,1.0,1.0,1.0
157,0.958,1.0,1.0,1.0
158,0.959,1.0,1.0,1.0
159,0.96,1.0,1.0,1.0
160,0.961,1.0,1.0,1.0
161,0.962,1.0,1.0,1.0
162,0.963,1.0,1.0,1.0
163,0.964,1.0,1.0,1.0
164,0.965,1.0,1.0,1.0
165,0.966,1.0,1.0,1.0
166,0.967,1.0,1.0,1.0
167,0.968,1.0,1.0,1.0
168,0.969,1.0,1.0,1.0
169,0.97,1.0,1.0,1.0
170,0.971,1.0,1.0,1.0
171,0.972,1.0,1.0,1.0
172,0.973,1.0,1.0,1.0
173,0.974,1.0,1.0,1.0
174,0.975,1.0,1.0,1.0
175,0.976,1.0,1.0,1.0
176,0.977,1.0,1.0,1.0
177,0.978,1.0,1.0,1.0
178,0.979,1.0,1.0,1.0
179,0.98,1.0,1.0,1.0
180,0.981,1.0,1.0,1.0
181,0.982,1.0,1.0,1.0
182,0.983,1.0,1.0,1.0
183,0.984,1.0,1.0,1.0
184,0.985,1.0,1.0,1.0
185,0.986,1.0,1.0,1.0
186,0.987,1.0,1.0,1.0
187,0.988,1.0,1.0,1.0
188,0.989,1.0,1.0,1.0
189,0.99,1.0,1.0,1.0
190,0.991,1.0,1.0,1.0
191,0.992,1.0,1.0,1.0
192,0.993,1.0,1.0,1.0
193,0.994,1.0,1.0,1.0
194,0.995,1.0,1.0,1.0
195,0.996,1.0,1.0,1.0
196,0.997,1.0,1.0,1.0
197,0.998,1.0,1.0,1.0
198,0.999,1.0,1.0,1.0
199,1.0,1.0,1.0,1.0
